"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","CauseCat"
,"08","02","WW","20080211",,,"","","08","02","WW","20080211",,"","08","02","11",9.00,0.00,"PM","01",0.00,0.00,0.00,0.00,"WST DIVISION","INWOOD","99.6","54",8.00,"2","1","007","E","86","1",275.00,"7","Y","WST","1","0.5","4","UTLX","662842","010","N","","","000","",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,15000.00,1200.00,"M404","",0.00,0.00,0.00,0.00,"M404","4","1","007",16200.00,,"54C003",0.00,"000000",0.00,"1","0","1","0","02","","02","","1","2",,"3L",,"WST DI","MN",330.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"BERKELEY","003","","","","N","",,"REAR CAR (UTLX 662842) REAR AXLE DERAILED WHEN PUSHED OVER A DOWNED TREE LIMB.  CAR WAS THEN PULLED","OVER A SWITCH DURING THE NORTHWARD MOVEMENT.  THIS MOVEMENT PULLED THE SWITCH OUT OF ALIGNMENT AND P","ULLED THE TRUCK (TRAILING) OUT FROM UNDER THE CAR.  THIS CAUSED THE TRAINLINE TO BREAK AND AN EMERGE","NCY APPLICATION OF THE BRAKES.","","","","","","","","","","","","0",0.00,0.00,
,"08","01","MRL","2008024",,,"","","08","01","MRL","2008024",,"","08","01","30",7.00,15.00,"AM","01",0.00,0.00,0.00,0.00,"SYSTEM","HELENA","6.","30",-1.00,"1","2","041","E","BNSF","3",6364.00,"1","Y","MAIN","4","41.9","1","BNSF","462026","096","N","BNSF","462026","096","N",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,76.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,55000.00,97500.00,"E67C","",0.00,0.00,0.00,0.00,"E67C","1","4","041",152500.00,,"30C049",0.00,"000000",0.00,"2","0","0","0","07","10","","","1","8",,"3L",,"SYSTEM","E",30.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"LEWIS AND CLARK","049","","","","N","",,"BUILD UP CAUSED CAR TO DERAIL.","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","DME","2008026",,,"","","08","03","DME","2008026",,"197451Y","08","03","05",9.00,15.00,"AM","07",12.00,0.00,0.00,0.00,"SYSTEM","ARLINGTON","307.9","46",20.00,"2","1","039","R","MHUC","3",10699.00,"1","Y","SINGLE MAIN TRACK","3","6.29","1","ICE","006434","001","N","","","000","",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75000.00,24781.00,"M304","",0.00,1.00,0.00,1.00,"M304","1","3","039",99781.00,,"46C077",1.00,"000000",0.00,"1","0","1","0","07","","07","","1","8",,"3L",,"SYSTEM","J",454.00,,"2008",0.00,1.00,0.00,0.00,0.00,0.00,"KINGSBURY","077","","","","N","",,"TRUCK DRIVER FAILED TO YIELD AT CROSSING.  DRIVER MADE A ROLLING STOP AT THE GRADE CROSSING AND NOTI","CED THE TRAIN.  HE HIT THE GAS TO TRY TO GET OUT OF THE WAY.  TRAIN HIT TRAILER OF SEMI TRUCK.  TRAI","N CREW MEMBER WAS INJURED.  APPROXIMATELY 30 GALLONS OF LOCOMOTIVE FUEL WAS LOST.  APPROXIMATELY 1,8","00 BU. OF SOYBEANS WERE SPILLED AS A RESULT OF THE DAMAGE TO THE TRUCK TRAILER AND PUP.  HIGHWAY DRI","VER WAS CITED FOR FAILURE TO STOP FOR RAILROAD SIGNAL.","","","","","","","","","","","0",0.00,0.00,
,"08","09","EWG","200803",,,"","","08","09","EWG","200803",,"","08","09","03",10.00,30.00,"PM","01",0.00,0.00,0.00,0.00,"SYSTEM","HARTLINE","96.9","53",57.00,"4","2","003","E","CW L","3",1060.00,"1","Y","HARTLINE NORTH PASS","X","","3","BNSF","432531","001","Y","BNSF","430826","010","Y",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12000.00,3000.00,"T221","",0.00,0.00,0.00,0.00,"T221","3","X","003",15000.00,,"53C025",0.00,"000000",0.00,"2","0","1","1","10","30","10","30","1","8",,"3",,"SYSTEM","J",324.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"GRANT","025","","","","N","",,"ON ITS EASTWARD TRIP, THE ""CIO LOCAL"" WAS PICKING UP A CUT OF LOADED CARS FROM THE NORTH SIDING TRAC","K AT HARTLINE. DURING THE REVERSE MOVE INTO THE SIDING, WHILE ATTEMPTING TO MAKE A COUPLING, THE SOU","TH RAIL BROKE UNDER BNSF 432531.  DUE TO THE DERAILMENT, DRAWBARS BYPASSED CAUSING DAMAGE TO SAFETY","APPLIANCES ON BOTH CARS.","","","","","","","","","","","","0",0.00,0.00,
,"08","02","MRL","2008030",,,,,"08","02","MRL","2008030",,,"08","02","09",3.00,0.00,"AM","01",0.00,0.00,0.00,0.00,"SYSTEM","LAUREL","14.","30",-9.00,"4","2","008","E","BNSF","4",0.00,"8","Y","ROHO SWITCH/LEAD","1","041.90","2","BNSF","004998","003","Y",,,"000",,3.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13634.00,0.00,"H703",,0.00,0.00,0.00,0.00,"H703","2","1","008",13634.00,,"30C111",0.00,"000000",0.00,"2","0","0","0","02","30",,,"1","8",,"3L",,"SYSTEM","N",62.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"YELLOWSTONE","111","","","","N",,,"BRINGING POWER INTO ROUNDHOUSE, WEST UNIT PICKED SWITCH POINT.","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","DME","2008030",,,"","","08","03","DME","2008030",,"","08","03","15",10.00,50.00,"AM","01",0.00,0.00,0.00,0.00,"SYSTEM","FORT PIERRE","489.4","46",40.00,"2","1","010","R","MRCH","3",7923.00,"1","Y","SINGLE MAIN TRACK","X","3.16","1","NAHX","551686","064","Y","NAHX","551686","064","Y",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12000.00,53260.00,"E53C","",0.00,0.00,0.00,0.00,"E53C","1","X","010",65260.00,,"46C117",0.00,"000000",0.00,"1","0","1","0","09","05","09","05","1","8",,"3L",,"SYSTEM","J",183.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"STANLEY","117","","","","N","",,"THE R2 WHEEL BEARING ON THE NAHX 551681 FAILED AND CAUSED DERAILMENT.  THERE WERE NO INJURIES.  THE","CREW WAS NOT DRUG AND ALCOHOL TESTED.  THERE WERE NO HAZARDOUS CARS IN THE CONSIST.","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","MNCW","2008030814",,,,,"08","03","MNCW","2008030814",,,"08","03","08",1.00,59.00,"AM","13",0.00,0.00,0.00,0.00,"NEW HAVEN","RYE","23.7","36",40.00,"4","1","055","E","TRAI","4",0.00,"2","Y","TRACK #1","4",,"1","MNCW","009026","005","Y","MNCW","009026","005","Y",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13148.00,0.00,"E71L",,0.00,0.00,0.00,0.00,"E71L","1","4","055",13148.00,,"36C119",0.00,"000000",0.00,"1","0","1","0","06","34","06","34","1","1",,"3L",,"NEW HA","DE",279.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"WESTCHESTER","119","","","","Y",,,"TRAIN 6533 EXPERIENCED A SMOKE CONDITION IN CAR #9026 DUE TO BURNT/FAILED TRACTION MOTOR.  CUSTOMERS","WERE REMOVED FROM THE 9026 AND THE CAR WAS SHOPPED OUT OF SERVICE TO NEW HAVEN WHERE THE CAR WAS CU","T AND SHOPPED FOR REPAIR OF SAME.  THERE WERE NO INJURIES DUE TO THIS INCIDENT.","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","NJTR","200803121",,,"","","08","03","NJTR","200803121",,"","08","03","08",12.00,30.00,"PM","01",0.00,0.00,0.00,0.00,"NEWARK","MORRISVILLE PA","","42",40.00,"2","1","005","E","YM36","3",0.00,"7","Y","TRACK #Y-7","1","000000","2","NJTR","001369","001","N","","","000","",1.00,0.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,1.00,0.00,8816.00,500.00,"H303","",0.00,0.00,0.00,0.00,"H303","2","1","005",9316.00,,"42C017",0.00,"000000",0.00,"1","0","1","1","05","30","05","30","1","2",,"3L",,"NEWARK","MN",175.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"BUCKS","017","00","00","","N","",,"YARD CREW YM36 WAS INSTRUCTED TO MOVE EQUIPMENT ON Y-9 TO S&I VIA A LADDER ENGINEER BOARDED EQUIPMEN","T ON Y-7 AND SHOVED EAST OVER DERAIL CAUSING EAST TRUCK OF #1369 TO DERAIL.","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","NJTR","200803173",,,"","","08","03","NJTR","200803173",,"","08","03","30",4.00,50.00,"PM","13",0.00,0.00,0.00,0.00,"NEWARK","KEARNY","","34",40.00,"2","1","007","R","YH07","4",0.00,"7","Y","NORTH RUNNER","1","000000","2","NJTR","001509","002","N","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,9414.00,0.00,"H799","",0.00,0.00,0.00,0.00,"H799","2","1","007",9414.00,,"34C017",0.00,"000000",0.00,"1","0","1","1","08","45","08","45","1","1",,"3L",,"NEWARK","MN",139.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"HUDSON","017","","","","N","",,"YH07 SHOVING INTO YARD ON NORTH RUNNER OVER SWITCH #2101 OPERATED COACH INTO UNELECTRIFIED TERRITORY","DAMAGING PANTOGRAPH AND CATENARY WIRE.","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","MNCW","2008031919",,,,,"08","03","MNCW","2008031919",,,"08","03","19",9.00,46.00,"PM","13",0.00,0.00,0.00,0.00,"NEW HAVEN","NEW HAVEN","71.5","09",40.00,"4","3","005","E","8722","4",0.00,"7","Y","WEST TRACK #23","1",,"2","MNCW","008542","001","N",,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,14105.00,2000.00,"H702",,0.00,0.00,0.00,0.00,"H702","2","1","005",16105.00,,"09C009",0.00,"000000",0.00,"1","0","1","0","08","","08","","1","1",,"3L",,"NEW HA","ADLM",268.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"NEW HAVEN","009","","","","N",,,"WHILE TEST TRAIN WAS MAKING A YARD MORE BACK INTO THE CSR SHOP, CONDUCTOR INADVERTENTLY LINE SWITCHE","S TO WEST TRACK 23 (NON-ELECTRIFIED) TRACK.  INSTEAD OF TRACK 22 RESULTING IN THE REAR PANTOGRPAH OF","CAR 8542 RIDING ABOVE THE WIRE.  DAMAGING SAME AND SEVERAL HANGERS.","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","MNCW","2008032104",,,,,"08","03","MNCW","2008032104",,,"08","03","21",6.00,25.00,"AM","13",0.00,0.00,0.00,0.00,"NEW HAVEN","BRIDGEPORT","55.5","09",33.00,"1","1","000","E","1417","4",0.00,"2","Y","TRACK 3","3",,"1","MNCW","008977","002","N",,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,21849.00,200.00,"T404",,0.00,0.00,0.00,0.00,"T404","1","3","000",22049.00,,"09C001",0.00,"000000",0.00,"1","0","1","0","","35","","35","1","1",,"3L",,"NEW HA","DE",190.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"FAIRFIELD","001","","","","Y",,,"LOOSE CONNECTION OF CLIP AT FULL LOAD JUMPER CATENARY 789A ALLOWED ARCHING AND BURNT THROUGH MESSENG","ER WIRE, ALLOWING WIRE TO SAANS ENGAGE PANTOGRAPH OF CAR 8977 OF TRAIN 1417 DAMAGING SAME.","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","MNCW","2008032108",,,,,"08","03","MNCW","2008032108",,,"08","03","21",9.00,37.00,"AM","13",0.00,0.00,0.00,0.00,"NEW HAVEN","PELHAM","15.2","36",40.00,"2","1","030","E","TRAI","3",0.00,"2","Y","TRACK #4","4",,"1","MNCW","008806","005","Y","MNCW","008806","005","Y",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,14105.00,200.00,"E78L",,0.00,0.00,0.00,0.00,"E78L","1","4","030",14305.00,,"36C119",0.00,"000000",0.00,"1","0","1","1","02","40","02","40","1","1",,"3L",,"NEW HA","DE",458.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"WESTCHESTER","119","","","","Y",,,"TRAIN 1316 GROUNDED THE OVERHEAD AT CHANGE OVER AND WHILE MAKING THEIR STATION STOP AT PELHAM TRAIN","STATION ON TRACK #4.  IT WAS DETERMINED THAT THE PANTOGRAPH ON CAR 8806 HAD COME UP AT AN UNKNOWN LO","CATION AND STRUCK AN OVERHEAD SIGNAL/CATENARY/ROADWAY BRIDGE RESULTING IN THE UPPER PORTION OF THE A","FRAME ON THE PANTOGRAPH BEING TORN OFF.  REMAINDER OF PAN WAS KNOCKED DOWN AND THEN WENT BACK UP UP","ON REQUEST WHEN ENGINEER CALLED FOR CHANGE OVER AT PELHAM.","","","","","","","","","","","0",0.00,0.00,
,"08","03","MNCW","2008032708",,,,,"08","03","MNCW","2008032708",,,"08","03","26",10.00,50.00,"PM","01",0.00,0.00,0.00,0.00,"NEW HAVEN","BRIDGEPORT","55.2","09",45.00,"4","1","023","R","PMMO","3",0.00,"1","Y","TRACK #2","2",,"1","MNCW","000362","009","Y",,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2500.00,27273.00,"M299",,0.00,0.00,0.00,0.00,"M299","1","2","023",29773.00,,"09C001",0.00,"000000",0.00,"1","0","1","0","07","05","07","05","1","1",,"3L",,"NEW HA","DE",554.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"FAIRFIELD","001","","","","N",,,"AN UNBALANCED LOAD OF BALLAST IN CAR MNCW 362 CAUSED THE LEAD SOUTH WHEEL OF MNCW 362 TO EXPERIENCE","HIGH LATERAL FORCE AND LOW VERTICAL FORCE ON THE HIGH RAIL (SOUTH RAIL).  THE SUPER ELEVATION OF THE","TRACK IS 3 3/8 INCH, 7 DEGREE CURVE, THERE WAS MINIMUM VERTICAL FORCE ON HIGH RAIL (SPEED 23 MPH),","AND THE LEAD WHEEL FLANGE HAD HIGH LATERAL FORCE ON HIGH RAIL DUE TO THE NATURAL SLUE OF TRUCK.  A C","OMBINATION OF THE LATERAL AND VERTICAL FORCES ALLOWED THE LEAD WHEEL SET TO UNLOAD ALLOWING/ENCOURAG","ING THE WHEEL TO CLIMB OVER THE HEAD OF THE HIGH RAIL.","","","","","","","","","","0",0.00,0.00,
"K","08","03","MNCW","2008033009","08","03","ATK","107586","08","03","MNCW","2008033009",,,"08","03","30",8.00,1.00,"AM","13",0.00,0.00,0.00,0.00,"NEW HAVEN","WESTPORT","45.9","09",38.00,"2","1","000","","","3",0.00,"",,"TRACK #4","4",,"1","","","000","",,,"000",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1300.00,"T404",,0.00,0.00,0.00,0.00,"T404","1","4","040",13302.00,,"09C001",0.00,"000000",0.00,"","","","","","","","","2","1",,"3L",,"NEW HA","DE",356.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"FAIRFIELD","001","","","","",,,"AUXILIARY WIRE AT CATENARY 608 ON TRACK #4 FAILED UNDER MOVEMENT OF METRO NORTH TRAIN 6504 DUE TO 90","PERCENT UNDETECTED OLD BRAKE IN THE AUXILIARY WIRE AT CATENARY 608.  THIS RESULTED IN A THREE FOOT","SECTION OF AUXILIARY WIRE FOULING TRACK #4 AND ENGAGING THE LEAD PANTOGRAPH OF AMTRAK TRAIN 150 LOCO","MOTIVE 934 DAMAGING SAME.  METRO NORTH 6504 WAS DAMAGED.","","","","","","","","","","","","",0.00,0.00,
,"08","02","MRL","2008038",,,"","","08","02","MRL","2008038",,"","08","02","26",10.00,30.00,"AM","01",0.00,0.00,0.00,0.00,"SYSTEM","HELENA","238.25","30",40.00,"2","1","009","E","GULE","4",15611.00,"1","Y","WEST YARD LEAD","1","41.9","2","ATW","319212","027","Y","","","000","",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,15000.00,17500.00,"T111","",0.00,0.00,0.00,0.00,"T111","2","1","009",32500.00,,"30C049",0.00,"000000",0.00,"2","0","0","0","","50","","","1","8",,"3L",,"SYSTEM","L",61.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"LEWIS AND CLARK","049","","","","N","",,"GRAIN TRAIN DERAILED WHILE PULLING THROUGH YARD.  WO#09243201","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","04","DME","2008039",,,"","","08","04","DME","2008039",,"","08","04","09",6.00,8.00,"AM","01",0.00,0.00,0.00,0.00,"SYSTEM","SMITHWICK","32.5","46",32.00,"1","2","010","R","MRCC","2",4330.00,"1","Y","SINGLE MAIN TRACK","X",".70","1","NRLX","401264","029","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,23.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,15534.00,4671.00,"T221","",0.00,0.00,0.00,0.00,"T221","1","X","010",20205.00,,"46C047",0.00,"000000",0.00,"1","0","1","0","07","08","07","08","1","8",,"3L",,"SYSTEM","J",202.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"FALL RIVER","047","","","","N","",,"SOUTHBOUND MRCCR-08 DERAILED ON BROKEN RAIL, DERAILING THE 27TH - 30TH CARS IN TRAIN.  THERE WERE NO","INJURIES.  THE CREW WAS NOT DRUG AND ALCOHOL TESTED.  THIS DERAILMENT OCCURRED ON 72# JOINTED RAIL.","
","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","MRL","2008039",,,"","","08","03","MRL","2008039",,"","08","03","05",3.00,30.00,"AM","01",35.00,9.00,0.00,0.00,"SYSTEM","HELENA","6.14","30",25.00,"4","2","040","R","HPAS","3",6163.00,"1","Y","MAIN","3","41.9","1","KNCX","880018","015","N","KNCX","880018","015","N",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,61.00,0.00,0.00,6.00,0.00,12.00,0.00,0.00,331200.00,160000.00,"E67C","",0.00,0.00,0.00,0.00,"E67C","1","3","040",491200.00,,"30C049",0.00,"000000",0.00,"1","","","1","05","","","","1","8",,"3L",,"SYSTEM","E",42.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"LEWIS AND CLARK","049","","","","N","",,"18 CARS OF H-PASSAG9-03 DERAILED AT TOBIN.","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","04","SDNX","20080401",,,,,"08","04","SDNX","20080401",,,"08","04","01",5.00,43.00,"AM","09",0.00,0.00,0.00,0.00,"SAN DIEGO","DEL MAR","244.2","06",48.00,"1","1","052","R","630","3",0.00,"2","Y","MAIN","5",,"1","SDNX","002303","001","Y",,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9261.00,0.00,"M402",,0.00,0.00,0.00,0.00,"M402","1","5","052",9261.00,,"06C073",0.00,"000000",0.00,"1","","1","","01","15","01","15","1","7",,"3",,"SAN DI","C",121.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"SAN DIEGO","073","","","","Y",,,"MOTOR VEHICLE WAS ABANDONED BETWEEN THE GAUGE, PARALLEL TO THE RAIL, JUST AFTER A CURVE.  LEADING CA","B CAR STRUCK VEHICLE.","","","","","","","","","","","","","","0",0.00,0.00,
,"08","04","TASD","20080409","08","04","IC","595408","08","04","XMCT","INDUSTRY",,"","08","04","09",6.00,0.00,"AM","02",0.00,0.00,0.00,0.00,"SYSTEM","MOBILE","","01",60.00,"1","2","006","E","MCDU","1",0.00,"7","Y","RADCLIFF 3","1","","4","LOCO","000772","001","N","","","000","",2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,7936.00,7660.00,"H607","",0.00,1.00,0.00,1.00,"H607","2","1","006",15696.00,,"01C097",1.00,"000000",0.00,"1","0","1","1","07","","07","","2","3",,"3S",,"SYSTEM","L",228.00,,"2008",0.00,1.00,0.00,0.00,0.00,0.00,"MOBILE","097","00","00","","N","",,"PULLING A 50 CAR LOADED COAL TRAIN THROUGH RADCLIFF #3, ENTERING CURVE AND SAW CNIC LOCOMOTIVES STOP","PED. ENGINEER PUT LOCOMOTIVE IN EMERGENCY AND VACATED LOCOMOTIVE BEFORE TASD 772, 821M AND THREE CAR","S DERAILED DUE TO COLLISION.","","","","","","","","","","","","","0",0.00,0.00,
,"08","04","NJTR","200804182",,,"","","08","04","NJTR","200804182",,"","08","04","02",8.00,7.00,"AM","01",0.00,0.00,0.00,0.00,"HOBOKEN","SUMMIT","20.1","34",45.00,"2","1","007","R","6320","3",0.00,"3","Y","WALL TRACK","1","000000","1","NJTR","006213","002","N","","","000","",0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,6.00,0.00,24283.00,47400.00,"T110","",0.00,0.00,0.00,0.00,"T110","1","1","007",71683.00,,"34C039",0.00,"000000",0.00,"1","0","1","1","03","35","03","52","1","1",,"3L",,"HOBOKE","DGMN",146.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"UNION","039","","","","N","",,"TRAIN #6320 REVERSING WEST FROM YARD WALL TRACK TO STATION DERAILED ACCOUNT WIDE GAUGE CAUSED BY DET","ERIORATED TIES AT 14W-2 SIGNAL AND #13 SWITCH.","","","","","","","","","","","","","","0",0.00,0.00,
,"08","04","NJTR","200804209",,,"","","08","04","NJTR","200804209",,"","08","04","19",3.00,50.00,"PM","01",0.00,0.00,0.00,0.00,"NEWARK","KEARNY","","34",50.00,"2","1","005","E","4414","4",0.00,"7","Y","TRACK #12","1","000000","2","NJTR","004414","001","N","","","000","",1.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7198.00,1503.00,"H702","",0.00,0.00,0.00,0.00,"H702","2","1","005",8701.00,,"34C017",0.00,"000000",0.00,"1","0","1","0","10","15","10","15","1","1",,"3L",,"NEWARK","MN",97.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"HUDSON","017","00","00","","N","",,"TRAIN OPERATED THROUGH IMPROPERLY LINED SWITCH #2232 AND DERAILED WEST TRUCK OF LOCOMOTIVE #4414.","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","04","NJTR","200804225",,,"","","08","04","NJTR","200804225",,"","08","04","18",6.00,25.00,"AM","01",0.00,0.00,0.00,0.00,"NEWARK","MORRISVILLE PA",".06","42",60.00,"2","1","010","E","3811","4",0.00,"3","Y","LEAD #2","1","000000","2","NJTR","001481","001","N","","","000","",2.00,0.00,2.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.00,0.00,13355.00,200.00,"H704","",0.00,0.00,0.00,0.00,"H704","2","1","010",13555.00,,"42C017",0.00,"000000",0.00,"1","0","1","1","04","22","04","22","1","2",,"3L",,"NEWARK","MN",137.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"BUCKS","017","00","00","","N","",,"TRAIN #3811 OPERATED WEST ON LEAD #2 AND DERAILED A END MU #1480 AND ENTIRE MU #1481 ACCOUNT DAMAGED","PREVIOUSLY RUN THROUGH SWITCH #LI-M.","","","","","","","","","","","","","","0",0.00,0.00,
,"08","04","NJTR","200804228",,,"","","08","04","NJTR","200804228",,"","08","04","24",4.00,15.00,"PM","13",0.00,0.00,0.00,0.00,"NEWARK","KEARNY","3.9","34",60.00,"2","1","005","E","MXU2","4",0.00,"7","Y","MU LEAD","1","000000","2","NJTR","004405","001","N","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,9219.00,0.00,"H702","",0.00,0.00,0.00,0.00,"H702","2","1","005",9219.00,,"34C017",0.00,"000000",0.00,"1","0","1","1","06","55","06","55","1","1",,"3L",,"NEWARK","MN",156.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"HUDSON","017","00","00","","N","",,"YARD CREW OMXUS2 OPERATED THROUGH SWITCH #2101 LINED FOR UNELECTRIFIED TERRITORY CAUSING LOCOMOTIVE","#4405 TO COME OUT FROM UNDER WIRE DESTROYING PANTOGRAPH.","","","","","","","","","","","","","","0",0.00,0.00,
